X,S,C
1545,-0.45168668432803116,-0.23973188361482134
1546,-0.45082813950981304,-0.239281368613781
1547,-0.44995177895712146,-0.23882139774054575
1548,-0.44905763730177384,-0.23835198917215072
1549,-0.44814574987905686,-0.23787316145858803
1550,-0.44721615272398196,-0.2373849335220728
1551,-0.4462688825723049,-0.23688732465629703
1552,-0.44530397685831247,-0.2363803545256663
1553,-0.4443214737128187,-0.23586404316452242
1554,-0.44332141196231234,-0.23533841097635216
1555,-0.4423038311266545,-0.2348034787329807
1556,-0.44126877141876264,-0.23425926757375137
1557,-0.4402162737419246,-0.23370579900468932
1558,-0.43914637968815384,-0.23314309489765211
1559,-0.4380591315376705,-0.2325711774894659
1560,-0.4369545722561341,-0.23199006938104572
1561,-0.43583274549290607,-0.2313997935365028
1562,-0.43469369558049564,-0.23080037328223757
1563,-0.4335374675316359,-0.23019183230601695
1564,-0.4323641070374187,-0.22957419465603857
1565,-0.43117366046732286,-0.22894748473998136
1566,-0.429966174864429,-0.22831172732403887
1567,-0.42874169794593087,-0.22766694753194305
1568,-0.4275002781011672,-0.2270131708439702
1569,-0.4262419643875859,-0.22635042309593312
1570,-0.42496680653097485,-0.2256787304781621
1571,-0.42367485492349033,-0.22499811953446902
1572,-0.4223661606194895,-0.2243086171610973
1573,-0.4210407753356691,-0.22361025060566103
1574,-0.41969875144907576,-0.22290304746606737
1575,-0.41834014199268665,-0.2221870356894246
1576,-0.41696500065622644,-0.2214622435709403
1577,-0.41557338178225933,-0.22072869975280093
1578,-0.41416534036413566,-0.21998643322304096
1579,-0.4127409320448905,-0.2192354733143977
1580,-0.41130021311401777,-0.21847584970315106
1581,-0.4098432405051966,-0.21770759240795137
1582,-0.40837007179511176,-0.21693073178863376
1583,-0.4068807652001709,-0.21614529854501707
1584,-0.4053753795741173,-0.21535132371569143
1585,-0.4038539744068004,-0.21454883867679223
1586,-0.402316609820744,-0.21373787514075887
1587,-0.4007633465692493,-0.2129184651550826
1588,-0.39919424603356646,-0.21209064110103937
1589,-0.3976093702214101,-0.2112544356924114
1590,-0.3960087817635767,-0.21040988197419275
1591,-0.39439254391147216,-0.20955701332128435
1592,-0.39276072053555566,-0.2086958634371757
1593,-0.391113376121929,-0.20782646635261154
1594,-0.3894505757696649,-0.2069488564242479
1595,-0.3877723851892796,-0.2060630683332949
1596,-0.386078870699194,-0.205169137084145
1597,-0.384370099222906,-0.2042670980029902
1598,-0.3826461382880808,-0.20335698673642724
1599,-0.38090705602118646,-0.202438839250046
1600,-0.37915292114692534,-0.20151269182701162
1601,-0.37738380298549856,-0.20057858106662912
1602,-0.37559977144790224,-0.19963654388289545
1603,-0.37380089703511743,-0.19868661750304395
1604,-0.3719872508353532,-0.19772883946607153
1605,-0.3701589045192648,-0.19676324762125377
1606,-0.3683159303390795,-0.19578988012665227
1607,-0.3664584011256764,-0.19480877544760516
1608,-0.36458639028381157,-0.19381997235520548
1609,-0.3626999717916348,-0.19282350992477246
1610,-0.3607992201962418,-0.1918194275343043
1611,-0.35888421061083875,-0.19080776486292342
1612,-0.3569550187126964,-0.18978856188930887
1613,-0.3550117207392063,-0.1887618588901151
1614,-0.35305439348493195,-0.187727696438381
1615,-0.35108311429944195,-0.18668611540192742
1616,-0.3490979610833236,-0.1856371569417405
1617,-0.34709901228517026,-0.18458086251034586
1618,-0.34508634689933615,-0.18351727385017141
1619,-0.3430600444617937,-0.1824464329918961
1620,-0.3410201850476753,-0.18136838225278992
1621,-0.3389668492674218,-0.1802831642350413
1622,-0.33690011826463007,-0.1791908218240745
1623,-0.33482007371194555,-0.17809139818685327
1624,-0.3327267978078723,-0.17698493677017574
1625,-0.3306203732743356,-0.17587148129895858
1626,-0.3285008833525893,-0.17475107577450708
1627,-0.32636841179992615,-0.17362376447277733
1628,-0.3242230428871906,-0.1724895919426275
1629,-0.32206486139463664,-0.17134860300405533
1630,-0.3198939526084814,-0.1702008427464281
1631,-0.31771040231888037,-0.1690463565267019
1632,-0.3155142968143849,-0.16788518996762586
1633,-0.3133057228802656,-0.16671738895594318
1634,-0.3110847677949806,-0.16554299964057614
1635,-0.30885151932530874,-0.16436206843080023
1636,-0.3066060657242673,-0.16317464199441414
1637,-0.30434849572775846,-0.16198076725589372
1638,-0.30207889854946046,-0.16078049139453532
1639,-0.2997973638789375,-0.1595738618425957
1640,-0.29750398187758975,-0.1583609262834151
1641,-0.2951988431747097,-0.15714173264953257
1642,-0.29288203886439135,-0.15591632912079284
1643,-0.2905536605014021,-0.1546847641224416
1644,-0.2882138000983261,-0.1534470863232133
1645,-0.285862550121351,-0.15220334463340582
1646,-0.28350000348638105,-0.15095358820294855
1647,-0.28112625355634435,-0.14969786641946123
1648,-0.2787413941365884,-0.1484362289063002
1649,-0.2763455194712563,-0.14716872552059837
1650,-0.27393872424026,-0.145895406351296
1651,-0.2715211035548748,-0.14461632171715935
1652,-0.26909275295380297,-0.14333152216479306
1653,-0.26665376840064425,-0.14204105846664417
1654,-0.2642042462782541,-0.14074498161899177
1655,-0.26174428338632083,-0.13944334283993645
1656,-0.2592739769376351,-0.13813619356737403
1657,-0.2567934245527965,-0.1368235854569607
1658,-0.25430272425776224,-0.13550557038007607
1659,-0.2518019744799673,-0.1341822004217712
1660,-0.24929127404309526,-0.132853527878708
1661,-0.24677072216447726,-0.13151960525709705
1662,-0.24424041845122701,-0.13018048527062048
1663,-0.24170046289489733,-0.12883622083834664
1664,-0.23915095586897905,-0.12748686508264317
1665,-0.23659199812477993,-0.12613247132707572
1666,-0.23402369078613106,-0.12477309309429817
1667,-0.231446135347241,-0.12340878410394272
1668,-0.2288594336673242,-0.12203959827049271
1669,-0.22626368796701968,-0.1206655897011535
1670,-0.2236590008245969,-0.11928681269371555
1671,-0.2210454751715787,-0.11790332173440632
1672,-0.21842321428856337,-0.11651517149573823
1673,-0.21579232180168617,-0.11512241683434934
1674,-0.21315290167801493,-0.11372511278883315
1675,-0.21050505822145738,-0.11232331457756484
1676,-0.20784889606910895,-0.11091707759652022
1677,-0.2051845201865774,-0.10950645741708438
1678,-0.20251203586420274,-0.1080915097838571
1679,-0.19983154871250974,-0.10667229061244923
1680,-0.19714316465855575,-0.10524885598727456
1681,-0.19444698994141163,-0.10382126215933113
1682,-0.19174313110778485,-0.10238956554397949
1683,-0.18903169500833883,-0.10095382271871456
