X,Y,ID
47,0.0,CL
48,0.0,CL
49,0.0,CL
50,0.0,CL
51,0.0,CL
52,0.0,CL
53,0.0,CL
54,0.0,CL
55,0.0,CL
56,0.0,CL
57,0.0,CL
58,0.0,CL
59,0.0,CL
60,0.0,CL
61,0.0,CL
62,0.0,CL
63,0.0,CL
64,0.0,CL
65,0.0,CL
66,0.0,CL
67,0.0,CL
68,0.0,CL
69,0.0,CL
70,0.0,CL
71,0.0,CL
72,0.0,CL
73,0.0,CL
74,0.0,CL
75,0.0,CL
76,0.0,CL
77,0.0,CL
78,0.0,CL
79,0.0,CL
80,0.0,CL
81,0.0,CL
82,0.0,CL
83,0.0,CL
84,0.0,CL
85,0.0,CL
86,0.0,CL
87,0.0,CL
88,0.0,CL
89,0.0,CL
90,0.0,CL
91,0.0,CL
92,0.0,CL
93,0.0,CL
94,0.0,CL
95,0.0,CL
96,0.0,CL
97,0.0,CL
98,0.0,CL
99,0.0,CL
100,0.0,CL
101,0.0,CL
102,0.0,CL
103,0.0,CL
104,0.0,CL
105,0.0,CL
106,0.0,CL
107,0.0,CL
108,0.0,CL
109,0.0,CL
110,0.0,CL
111,0.0,CL
112,0.0,CL
113,0.0,CL
114,0.0,CL
115,0.0,CL
116,0.0,CL
117,0.0,CL
118,0.0,CL
119,0.0,CL
120,0.0,CL
121,0.0,CL
122,0.0,CL
123,0.0,CL
124,0.0,CL
125,0.0,CL
126,0.0,CL
127,0.0,CL
128,0.0,CL
129,0.0,CL
130,0.0,CL
131,0.0,CL
132,0.0,CL
133,0.0,CL
134,0.0,CL
135,0.0,CL
136,0.0,CL
137,0.0,CL
138,0.0,CL
139,0.0,CL
0,-5,RB0
0,-4,RB0
0,-3,RB0
1,-5,RB0
2,-5,RB0
3,-5,RB0
4,-5,RB0
5,-5,RB0
6,-5,RB0
7,-5,RB0
8,-5,RB0
9,-5,RB0
10,-5,RB0
11,-5,RB0
12,-5,RB0
13,-5,RB0
14,-5,RB0
15,-5,RB0
16,-5,RB0
17,-5,RB0
18,-5,RB0
19,-5,RB0
20,-5,RB0
21,-5,RB0
22,-5,RB0
23,-5,RB0
24,-5,RB0
25,-5,RB0
26,-5,RB0
27,-5,RB0
28,-5,RB0
29,-5,RB0
30,-5,RB0
31,-5,RB0
32,-5,RB0
33,-5,RB0
34,-5,RB0
35,-5,RB0
36,-5,RB0
37,-5,RB0
38,-5,RB0
39,-5,RB0
40,-5,RB0
41,-5,RB0
42,-5,RB0
43,-5,RB0
44,-5,RB0
45,-5,RB0
46,-5,RB0
47,-5,RB0
48,-5,RB0
49,-5,RB0
50,-5,RB0
51,-5,RB0
52,-5,RB0
53,-5,RB0
54,-5,RB0
55,-5,RB0
56,-5,RB0
57,-5,RB0
58,-5,RB0
59,-5,RB0
60,-5,RB0
61,-5,RB0
62,-5,RB0
63,-5,RB0
64,-5,RB0
65,-5,RB0
66,-5,RB0
67,-5,RB0
68,-5,RB0
69,-5,RB0
70,-5,RB0
71,-5,RB0
72,-5,RB0
73,-5,RB0
74,-5,RB0
75,-5,RB0
76,-5,RB0
77,-5,RB0
78,-5,RB0
79,-5,RB0
80,-5,RB0
81,-5,RB0
82,-5,RB0
83,-5,RB0
84,-5,RB0
85,-5,RB0
86,-5,RB0
87,-5,RB0
88,-5,RB0
89,-5,RB0
90,-5,RB0
91,-5,RB0
92,-5,RB0
93,-5,RB0
94,-5,RB0
95,-5,RB0
96,-5,RB0
97,-5,RB0
98,-5,RB0
99,-5,RB0
100,-5,RB0
101,-5,RB0
102,-5,RB0
103,-5,RB0
104,-5,RB0
105,-5,RB0
106,-5,RB0
107,-5,RB0
108,-5,RB0
109,-5,RB0
110,-5,RB0
111,-5,RB0
112,-5,RB0
113,-5,RB0
114,-5,RB0
115,-5,RB0
116,-5,RB0
117,-5,RB0
118,-5,RB0
119,-5,RB0
120,-5,RB0
121,-5,RB0
122,-5,RB0
123,-5,RB0
124,-5,RB0
125,-5,RB0
126,-5,RB0
127,-5,RB0
128,-5,RB0
129,-5,RB0
130,-5,RB0
131,-5,RB0
132,-5,RB0
133,-5,RB0
134,-5,RB0
135,-5,RB0
136,-5,RB0
137,-5,RB0
138,-5,RB0
138,-4,RB0
138,-3,RB0
0,-14,RB1
1,-14,RB1
2,-15,RB1
3,-15,RB1
4,-15,RB1
5,-15,RB1
6,-15,RB1
7,-15,RB1
8,-16,RB1
9,-16,RB1
10,-16,RB1
11,-16,RB1
12,-16,RB1
13,-16,RB1
14,-16,RB1
15,-16,RB1
16,-16,RB1
17,-16,RB1
18,-16,RB1
19,-16,RB1
20,-16,RB1
21,-16,RB1
22,-16,RB1
23,-16,RB1
24,-16,RB1
25,-16,RB1
26,-16,RB1
27,-16,RB1
28,-16,RB1
29,-15,RB1
30,-15,RB1
31,-15,RB1
32,-15,RB1
33,-15,RB1
34,-14,RB1
35,-14,RB1
36,-14,RB1
37,-14,RB1
38,-14,RB1
39,-14,RB1
40,-14,RB1
41,-13,RB1
42,-13,RB1
43,-13,RB1
44,-13,RB1
45,-13,RB1
46,-13,RB1
47,-12,RB1
48,-12,RB1
49,-12,RB1
50,-12,RB1
51,-12,RB1
52,-12,RB1
53,-12,RB1
54,-12,RB1
55,-12,RB1
56,-12,RB1
57,-12,RB1
58,-13,RB1
59,-13,RB1
60,-13,RB1
61,-13,RB1
62,-13,RB1
63,-13,RB1
64,-13,RB1
65,-13,RB1
66,-14,RB1
67,-14,RB1
68,-14,RB1
69,-14,RB1
70,-14,RB1
71,-15,RB1
72,-15,RB1
73,-15,RB1
74,-15,RB1
75,-15,RB1
76,-16,RB1
77,-16,RB1
78,-16,RB1
79,-16,RB1
80,-16,RB1
81,-16,RB1
82,-16,RB1
83,-16,RB1
84,-16,RB1
85,-16,RB1
86,-16,RB1
87,-16,RB1
88,-16,RB1
89,-16,RB1
90,-16,RB1
91,-16,RB1
92,-16,RB1
93,-16,RB1
94,-16,RB1
95,-16,RB1
96,-16,RB1
97,-15,RB1
98,-15,RB1
99,-15,RB1
100,-15,RB1
101,-15,RB1
102,-15,RB1
103,-14,RB1
104,-14,RB1
105,-14,RB1
106,-14,RB1
107,-14,RB1
108,-14,RB1
109,-13,RB1
110,-13,RB1
111,-13,RB1
112,-13,RB1
113,-13,RB1
114,-13,RB1
115,-13,RB1
116,-13,RB1
117,-12,RB1
118,-12,RB1
119,-12,RB1
120,-12,RB1
121,-12,RB1
122,-12,RB1
123,-12,RB1
124,-12,RB1
125,-12,RB1
126,-12,RB1
127,-12,RB1
128,-13,RB1
129,-13,RB1
130,-13,RB1
131,-13,RB1
132,-13,RB1
133,-13,RB1
134,-14,RB1
135,-14,RB1
136,-14,RB1
137,-14,RB1
138,-14,RB1
0,-13,RB2
1,-13,RB2
2,-13,RB2
3,-13,RB2
4,-13,RB2
5,-13,RB2
6,-13,RB2
7,-13,RB2
8,-13,RB2
9,-13,RB2
10,-13,RB2
11,-13,RB2
12,-13,RB2
13,-13,RB2
14,-13,RB2
15,-13,RB2
16,-13,RB2
17,-13,RB2
18,-13,RB2
19,-13,RB2
20,-13,RB2
21,-13,RB2
22,-13,RB2
23,-13,RB2
24,-13,RB2
25,-13,RB2
26,-13,RB2
27,-13,RB2
28,-13,RB2
29,-13,RB2
30,-13,RB2
31,-13,RB2
32,-13,RB2
33,-13,RB2
34,-13,RB2
35,-13,RB2
36,-13,RB2
37,-13,RB2
38,-13,RB2
39,-13,RB2
40,-13,RB2
41,-13,RB2
42,-13,RB2
43,-13,RB2
44,-13,RB2
45,-13,RB2
46,-13,RB2
47,-13,RB2
48,-13,RB2
49,-13,RB2
50,-13,RB2
51,-13,RB2
52,-13,RB2
53,-13,RB2
54,-13,RB2
55,-13,RB2
56,-13,RB2
57,-13,RB2
58,-13,RB2
59,-13,RB2
60,-13,RB2
61,-13,RB2
62,-13,RB2
63,-13,RB2
64,-13,RB2
65,-13,RB2
66,-13,RB2
67,-13,RB2
68,-13,RB2
69,-13,RB2
70,-13,RB2
71,-13,RB2
72,-13,RB2
73,-13,RB2
74,-13,RB2
75,-13,RB2
76,-13,RB2
77,-13,RB2
78,-13,RB2
79,-13,RB2
80,-13,RB2
81,-13,RB2
82,-13,RB2
83,-13,RB2
84,-13,RB2
85,-13,RB2
86,-13,RB2
87,-13,RB2
88,-13,RB2
89,-13,RB2
90,-13,RB2
91,-13,RB2
92,-13,RB2
93,-13,RB2
94,-13,RB2
95,-13,RB2
96,-13,RB2
97,-13,RB2
98,-13,RB2
99,-13,RB2
100,-13,RB2
101,-13,RB2
102,-13,RB2
103,-13,RB2
104,-13,RB2
105,-13,RB2
106,-13,RB2
107,-13,RB2
108,-13,RB2
109,-13,RB2
110,-13,RB2
111,-13,RB2
112,-13,RB2
113,-13,RB2
114,-13,RB2
115,-13,RB2
116,-13,RB2
117,-13,RB2
118,-13,RB2
119,-13,RB2
120,-13,RB2
121,-13,RB2
122,-13,RB2
123,-13,RB2
124,-13,RB2
125,-13,RB2
126,-13,RB2
127,-13,RB2
128,-13,RB2
129,-13,RB2
130,-13,RB2
131,-13,RB2
132,-13,RB2
133,-13,RB2
134,-13,RB2
135,-13,RB2
136,-13,RB2
137,-13,RB2
138,-13,RB2
0,-36,RV0
1,-36,RV0
2,-36,RV0
3,-36,RV0
4,-36,RV0
5,-36,RV0
6,-36,RV0
7,-36,RV0
8,-36,RV0
9,-36,RV0
10,-36,RV0
11,-36,RV0
12,-36,RV0
13,-36,RV0
14,-36,RV0
15,-36,RV0
16,-36,RV0
17,-36,RV0
18,-36,RV0
19,-36,RV0
20,-36,RV0
21,-36,RV0
22,-36,RV0
23,-36,RV0
24,-36,RV0
25,-36,RV0
26,-36,RV0
27,-36,RV0
28,-36,RV0
29,-36,RV0
30,-36,RV0
31,-36,RV0
32,-36,RV0
33,-36,RV0
34,-36,RV0
35,-36,RV0
36,-36,RV0
37,-36,RV0
38,-36,RV0
39,-36,RV0
40,-36,RV0
41,-36,RV0
42,-36,RV0
43,-36,RV0
44,-36,RV0
45,-36,RV0
46,-36,RV0
47,-36,RV0
48,-36,RV0
49,-36,RV0
50,-36,RV0
51,-36,RV0
52,-36,RV0
53,-36,RV0
54,-36,RV0
55,-36,RV0
56,-36,RV0
57,-36,RV0
58,-36,RV0
59,-36,RV0
60,-36,RV0
61,-36,RV0
62,-36,RV0
63,-36,RV0
64,-36,RV0
65,-36,RV0
66,-36,RV0
67,-36,RV0
68,-36,RV0
69,-36,RV0
70,-36,RV0
71,-36,RV0
72,-36,RV0
73,-36,RV0
74,-36,RV0
75,-36,RV0
76,-36,RV0
77,-36,RV0
78,-36,RV0
79,-36,RV0
80,-36,RV0
81,-36,RV0
82,-36,RV0
83,-36,RV0
84,-36,RV0
85,-36,RV0
86,-36,RV0
87,-36,RV0
88,-36,RV0
89,-36,RV0
90,-36,RV0
91,-36,RV0
92,-36,RV0
93,-36,RV0
94,-36,RV0
95,-36,RV0
96,-36,RV0
97,-36,RV0
98,-36,RV0
99,-36,RV0
100,-36,RV0
101,-36,RV0
102,-36,RV0
103,-36,RV0
104,-36,RV0
105,-36,RV0
106,-36,RV0
107,-36,RV0
108,-36,RV0
109,-36,RV0
110,-36,RV0
111,-36,RV0
112,-36,RV0
113,-36,RV0
114,-36,RV0
115,-36,RV0
116,-36,RV0
117,-36,RV0
118,-36,RV0
119,-36,RV0
120,-36,RV0
121,-36,RV0
122,-36,RV0
123,-36,RV0
124,-36,RV0
125,-36,RV0
126,-36,RV0
127,-36,RV0
128,-36,RV0
129,-36,RV0
130,-36,RV0
131,-36,RV0
132,-36,RV0
133,-36,RV0
134,-36,RV0
135,-36,RV0
136,-36,RV0
137,-36,RV0
138,-36,RV0
